Hotel,URL,Room to be extracted,Location,Platform,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25
Tui ba gang - Phòng Loại Sang - 1 Giường (Deluxe Room -- 1 Bed),https://www.agoda.com/vi-vn/tui-ba-gang-central-hotel/hotel/dalat-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=1917614&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&flightSearchCriteria=%5Bobject%20Object%5D&los=1&searchrequestid=f23b1941-226f-49d5-a41b-e1e7bad5e73f&ds=d59EImkRc6VcT8ii&checkin=2026-09-29,Phòng Loại Sang - 1 Giường (Deluxe Room -- 1 Bed),ĐL,Agoda,,,,,,,,,,,,,,,,,,,,,
Tui ba gang - Phòng Trip (Trip Room),https://www.agoda.com/vi-vn/tui-ba-gang-central-hotel/hotel/dalat-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=1917614&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&flightSearchCriteria=%5Bobject%20Object%5D&los=1&searchrequestid=f23b1941-226f-49d5-a41b-e1e7bad5e73f&ds=d59EImkRc6VcT8ii&checkin=2026-09-29,Phòng Trip (Trip Room),ĐL,Agoda,,,,,,,,,,,,,,,,,,,,,
Túi Ba Gang Central Hotel,https://www.agoda.com/tui-ba-gang-central-hotel/hotel/dalat-vn.html?countryId=38&finalPriceView=2&isShowMobileAppPrice=false&cid=1922896&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-07-30&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&tag=7b5d3de0-8c32-42c4-8f5e-11bf6952077c&tspTypes=4&los=1&searchrequestid=35b7bd7e-edc5-48cd-bfc9-22c1a3529ba2&ds=GK%2BAXD%2B55oiPibg6,Deluxe Room -- 1 Bed,ĐL,Agoda,,,,,,,,,,,,,,,,,,,,,
Vedana Lagoon Wellness Resort & Spa - 2 Bedrooms Lagoon View Villa with Free Afternoon Cocktail,https://www.agoda.com/vi-vn/vedana-lagoon-wellness-resort-spa/hotel/hue-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=1844104&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2026-04-9&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&tspTypes=-1&los=1&searchrequestid=185b9419-7d6d-4df3-a73a-f9a473638c96&ds=JOEd3Bkaq4LpY%2BGK,2 Bedrooms Lagoon View Villa with Free Afternoon Cocktail,Hue,Agoda,,,,,,,,,,,,,,,,,,,,,
Vedana Lagoon Wellness Resort & Spa - Biệt Thự Hồ Bơi 2 Phòng Ngủ Hướng Đầm Phá - Miễn Phí Cocktail Buổi Chiều (2 Bedrooms Lagoon View Pool Villa - Free afternoon cocktail),https://www.agoda.com/vi-vn/vedana-lagoon-wellness-resort-spa/hotel/hue-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=1844104&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2026-04-9&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&tspTypes=-1&los=1&searchrequestid=185b9419-7d6d-4df3-a73a-f9a473638c96&ds=JOEd3Bkaq4LpY%2BGK,Biệt Thự Hồ Bơi 2 Phòng Ngủ Hướng Đầm Phá - Miễn Phí Cocktail Buổi Chiều (2 Bedrooms Lagoon View Pool Villa - Free afternoon cocktail),Hue,Agoda,,,,,,,,,,,,,,,,,,,,,
Vedana Lagoon Wellness Resort & Spa - Biệt Thự Trên Mặt Nước Có Hồ Bơi - Cocktail Chiều Miễn Phí (Water Pool Villa - Free afternoon cocktail),https://www.agoda.com/vi-vn/vedana-lagoon-wellness-resort-spa/hotel/hue-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=1844104&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2026-04-9&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&tspTypes=-1&los=1&searchrequestid=185b9419-7d6d-4df3-a73a-f9a473638c96&ds=JOEd3Bkaq4LpY%2BGK,Biệt Thự Trên Mặt Nước Có Hồ Bơi - Cocktail Chiều Miễn Phí (Water Pool Villa - Free afternoon cocktail),Hue,Agoda,,,,,,,,,,,,,,,,,,,,,
Vedana Lagoon Wellness Resort & Spa - Hillside Biệt thự Có hồ bơi (Hillside Pool Villa),https://www.agoda.com/vi-vn/vedana-lagoon-wellness-resort-spa/hotel/hue-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=1844104&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2026-04-9&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&tspTypes=-1&los=1&searchrequestid=185b9419-7d6d-4df3-a73a-f9a473638c96&ds=JOEd3Bkaq4LpY%2BGK,Hillside Biệt thự Có hồ bơi (Hillside Pool Villa),Hue,Agoda,,,,,,,,,,,,,,,,,,,,,
Vedana Lagoon Wellness Resort & Spa - Villa bên hồ (Water Villa),https://www.agoda.com/vi-vn/vedana-lagoon-wellness-resort-spa/hotel/hue-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=1844104&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2026-04-9&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&tspTypes=-1&los=1&searchrequestid=185b9419-7d6d-4df3-a73a-f9a473638c96&ds=JOEd3Bkaq4LpY%2BGK,Villa bên hồ (Water Villa),Hue,Agoda,,,,,,,,,,,,,,,,,,,,,
Vedana Lagoon Wellness Resort & Spa - Villa cạnh đồi (Hillside Villa),https://www.agoda.com/vi-vn/vedana-lagoon-wellness-resort-spa/hotel/hue-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=1844104&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2026-04-9&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&tspTypes=-1&los=1&searchrequestid=185b9419-7d6d-4df3-a73a-f9a473638c96&ds=JOEd3Bkaq4LpY%2BGK,Villa cạnh đồi (Hillside Villa),Hue,Agoda,,,,,,,,,,,,,,,,,,,,,
Victoria Hoi An Beach Resort & Spa,https://www.agoda.com/vi-vn/victoria-hoi-an-beach-resort-spa/hotel/hoi-an-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=-333&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&flightSearchCriteria=%5Bobject%20Object%5D&los=1&searchrequestid=baa55b58-76f1-4fd8-8b7e-0588df452f6b&checkin=2026-02-06,Phòng Đôi Hướng Sông (River View Double Room),HA,Agoda,,,,,,,,,,,,,,,,,,,,,
Ville De Mont Mountain Resort,https://www.agoda.com/ville-de-mont-mountain-resort/hotel/sapa-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=-333&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&flightSearchCriteria=%5Bobject%20Object%5D&tspTypes=-1&los=1&searchrequestid=bf0c858f-3c41-45ca-84b8-8458ba6cb109&checkin=2026-01-12,On the Rock 1-Bedroom Executive Villa,Sapa,Agoda,,,,,,,,,,,,,,,,,,,,,
Wink,https://www.agoda.com/en-gb/wink-hotel-saigon-centre/hotel/ho-chi-minh-city-vn.html?finalPriceView=1&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&isCityHaveAsq=false&los=1&searchrequestid=0d9cab51-f874-4830-94f2-d128425a837f&ds=Vg54WImh47fuGWrM&checkin=2023-12-23,1 Queen Bed,TTD,Agoda,,,,,,,,,,,,,,,,,,,,,
Wink,https://www.agoda.com/en-gb/wink-hotel-saigon-centre/hotel/ho-chi-minh-city-vn.html?finalPriceView=1&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&isCityHaveAsq=false&los=1&searchrequestid=0d9cab51-f874-4830-94f2-d128425a837f&ds=Vg54WImh47fuGWrM&checkin=2023-12-23,2 Twin Beds,TTD,Agoda,,,,,,,,,,,,,,,,,,,,,
